"Content Length","Thread count","Sleep (ms)","Server time (ms)","Total time (ms)","Network Latency (ms)",Free,Buff,Cache,User,System,Idle
20000,1,0,30.580791,1.60041,-28.980381,0,0,0,0,0,100
20000,2,0,35.3151085,1.42717,-33.8879385,0,0,0,0,0,100
20000,3,0,47.182359333333,1.5719866666667,-45.610372666667,0,0,0,0,0,100
20000,4,0,51.115337,1.4847325,-49.6306045,0,0,0,0,0,100
20000,5,0,68.3321848,1.819908,-66.5122768,0,0,0,0,0,100
20000,6,0,101.00779398667,1.423725,-99.584068986667,0,0,0,0,0,100
20000,7,0,97.208213028572,1.5323771428571,-95.675835885714,0,0,0,0,0,100
20000,8,0,93.151007356249,1.9746525,-91.176354856249,0,0,0,0,0,100
20000,9,0,87.911027556666,2.04862,-85.862407556666,0,0,0,0,0,100
20000,10,0,87.041767219999,2.124906,-84.916861219999,0,0,0,0,0,100
20000,11,0,89.642385958181,2.5448609090909,-87.09752504909,0,0,0,0,0,100
20000,12,0,87.448826435,2.72555,-84.723276435,0,0,0,0,0,100
20000,13,0,86.048419713077,2.8642730769231,-83.184146636154,0,0,0,0,0,100
20000,14,0,85.502036962856,2.640865,-82.861171962856,0,0,0,0,0,100
20000,15,0,89.798124337334,3.4705006666667,-86.327623670667,0,0,0,0,0,100
20000,16,0,93.90116307625,3.93136125,-89.96980182625,0,0,0,0,0,100
20000,17,0,91.948761886471,3.5205323529412,-88.42822953353,0,0,0,0,0,100
20000,18,0,91.198110396668,3.5554766666667,-87.642633730002,0,0,0,0,0,100
20000,19,0,88.720601829474,1.4441373684211,-87.276464461053,0,0,0,0,0,100
20000,20,0,91.574785154501,5.2304025,-86.344382654501,0,0,0,0,0,100
